comments	contain_gender_bias	bias	hate
그냥 좀만 빼고 입자	False	none	offensive
그냥 폐지해라 프로그램 오래해먹었잖아 관찰예능지겹다.벌써 섭외봐라 범죄자들이랑 연결되어있는 사람 굳이 섭외하는 이유가뭐임?작가진들 반성해 대충대충 하지마	False	others	offensive
그냥 하면된다 무슨 발표고	False	none	none
그냥 하차하면 될것을.. 그간 한통속으로 시청자 우롱한 연기자들께서 자기네는 잘못 하나도 없다는 식으로 한쪽에 책임 다 떠넘기고 다른 출연자들에게도 소금뿌리는 짓 아닌가.. 제작진만 이기적인 게 아니라 이들 부부도 이기적인듯.	False	others	offensive
그냥 하차해요	False	none	none
그냥 한국여자 거르셈 ㅋㅋㅋ 난 이미 다 손절함	True	gender	hate
그냥 한번하고 끝내라	False	none	offensive
그냥 했다고해도 15년부터한 황하나한테물든거지 박유천좀 그만잡아라 본질은 승리와 마약과 정경유착과 썩은 정부아니였나	False	others	hate
그냥 헬쥐팀 처럼 생겼네 이년도 곳 저넘한테 차이고 19년 3월 30일날 혼나 와서 맥주 차마시며 헬쥐 팬들과 유광점퍼 입고 있을ㅋㅋㅋㅋㅋ	False	others	hate
그냥싫어.생긴거부터가 무서울정도라서	False	others	hate
그냥적당히하시지 나도40대지만 솔까 반짝했지 글구옛날노래다시부르는거 반칙아님 다른가수가 리메이크하는것도아니고 커버곡도아니고 왜들난린지	False	none	none
그냥조용히살어 연예인이 모라고 그리티비나올라하니	False	others	offensive
그녀들만의 그룹 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ그래바짜 방탄 발바닥	True	gender	offensive
그녀를 믿지마	True	gender	offensive
그놈의 버닝이 문제군	False	none	none
그니까 박환희 이 여자가 뭐하는 여자냐구???	False	none	offensive
그니까 선예가 책임감 없이 이기적인 행동을 했다는거지. 그때 기사들 잘 찾아봐ㅋ 자기필요할땐 컴백준비하네 했다가 비난있으니 들어간건지는 몰라도 팀이 본인때메 해체할상황이면 아름답게 나왔어야지	False	others	offensive
그니까 여관에 왜가? 모텔갔던 내 썸녀, 전 애인들 나 고발하겠네?	True	gender	hate
그니까 지남편이 마약해서 일못하는데 잘 버텨줘서 고맙다고 우느거져??? 에라이	False	none	offensive
그니께....그러게 혼외 자식은 왜 만들어가지고는.. 거시기는 내둘러도 씨는 뿌리지 말아야할것을.. 다 니 업보여...죽을때 까지 고생좀 하겄네	False	others	hate
그다지 ...애들땜에 봤지~~~~	False	none	none
그대 사랑합니다.. 명곡이었는데	False	none	none
그동안 애들 감성 팔아서 얼마나 벌었는지 국민들 앞에 낱낱이 공개하고 검찰은 문제가 없는지 특검 실시해라!그의 아내 양정원씨도 물론이고	False	others	offensive
그들에게 속지 마라, 중국인들은 사실 그들을 좋아하지 않는다.기자에게 돈을 써서 중국에서 환영받는 허상을 만들다	False	others	none
그딴 소리는 50대쯤 됐을때 말해라 당신 헛소리때문에 40대 50대 들 상처 받는다	False	others	offensive
그때 축하서물 머산주신다고했더라?	False	none	none
그때실제로봤을때도 재미있으시고 했는데이런멋진일을	False	none	none
그래 겁나 이뻐부러 됐지?	False	none	offensive
그래 그동안 아니꼽게 봤지만 그래도 아프다니까 치료에 전념해서 꼭 완쾌하길	False	none	none
그래 민폐 였지 키는 난쟁이 똥자루만한게 안 어울리게 사이에 껴서	False	others	hate
그래 반성하면 됐다	False	none	none
그래 봤자 유서는 디어클라우드의 나인이 받았지... 대중은 다 아는 걸 4이니 너희만 모르니?	False	others	offensive
그래 연기 못하는데 예능이라도 해서 생명유지 해야지	False	none	offensive
그래 죗값 치루면된다. 그리고 다시 방송에서 보자!	False	none	none
그래 학원선생 해라 그럼 후배들은 좋지 연재 선생 엉뎅이도 보고 일석이조 이다 엉뎅이 많이 보여줘라 그럼 후배애들 흥분해서 더 엉뎅이보고 더 잘한다	True	gender	hate
그래 한번사는인생 한여자랑 평생을 같이사는건 남자한텐 너무 억울하지	True	gender	offensive
그래~ 난 너 별루야.. 얏호 ㅎㅎ	False	none	offensive
그래갖고 나라 지키겄냐.	False	others	offensive
그래도 구하라 눕힌 너가 승자다.	True	gender	hate
그래도 국제적인 평창올림픽 가수는 엑소!!!	False	none	none
그래도 김용진	False	none	none
그래도 꽤 오래 갔네	False	none	offensive
그래도 끝까지 발뺌 안하고 시인하니..다른 쓰레기들 보다는 낫네~	False	none	none
그래도 난 믿어볼란다	False	none	none
그래도 난 재미있다~ 파격적으로 김현주랑 이어지면 좋겠다	False	none	none
그래도 남들 하는건 다해보고 살아야하지않나? 결혼도 해보고 애도 키워보고	False	others	none
그래도 남자로서 부럽네...잘생겨서 항상 인기 많은듯	True	gender	none
그래도 너는 죄책감에 부끄러워 할줄은 아는구나. 송혜교측은 아직도 뻔뻔하게 탈세아니라고 우기던데.	False	others	offensive
그래도 뚱뚱한거보단 차라리 마른게 낫지.. 오늘도 다이어트 빠샷!	False	others	offensive
그래도 사생활 깨끗하게 본인이 노력해서 돈 벌었다니까 잘 사신듯	False	none	none
그래도 사진보니깐 반성을 많이 하시는거같아서 보기좋아요	False	none	none
그래도 시랭이 와꾸면 편하게 살수도 있었을텐데 불쌍하다	False	others	offensive
그래도 애들 입장에서 좋겠어요^^사진은 자연스럽게 찍으신 사진이 예뻐요ㅎ	False	none	none
그래도 외모도 괜찮고 끼도 있으니 다른 분야에서 활약할수 있을거임...20대 중반이면 아직 한창이다	False	others	none
그래도 욕은 하지마라.. 니들 모르게 썩은재료에 위생더러운 음식점이 얼마나많은데.. 차라리 맛없는게 낫지	False	none	none
그래도 유혹자 포상휴가는 가야죠	False	none	none
그래도 이번 시즌은 바다와 똑같은 모창자가 우승해서 다행이네요 예전엔 모창보단 가창에 중점을 둬서 의외의 우승자가 나왔는데....	False	none	none
그래도 이번에 동생 많이 차분해졌던데. 저번처럼 그러진 않더라 머리는 깔끔하게 묶는게 위생상 좋긴합니다 ㅎㅎ	False	none	none
그래도 인정하는 모습이좋네	False	none	none
그래도 자비를 베풀면 더 좋았을거 같다 설현아...	False	none	none
그래도 잘생겼으니 조금만 쉬고 나오면 다 이해해 주것지..한국은 외모지장주의의 나라니까 다행다행..복귀 기념 콘서트 성황리에 매진! 함내세용	False	others	none
그래도 저정도면 양호한거 같아요ㅎㅎㅎ	False	none	none
그래도 제작진은 힘든 결정이였을꺼예요프로그램 만들기 위해 투입된 직원들은 일자리인데 다른 멋진 작품 생각하셔서 다시 모이시길 바래요	False	none	none
그래도 진심은 느껴지네	False	none	none
그래도 초희 이쁘니까 괜찮아	True	gender	none
그래도 혜빈이가 그동안 잘 참아줘서 다행이네..	False	none	none
그래도웃긴다.... 모자이크처리하면될걸. 생명의은인인데 너무한다.	False	none	none
그래봐야 3사 엔딩은 엑소가 했지 레전드 엑소	False	none	none
그래봣자 밤일을 잘해야지.. 살만뺀다고..	True	gender	hate
그래봤자 아이유 밑	False	none	offensive
그래서 ㅅsex는 언제해요?	True	gender	hate
그래서 군대는 언제 입대하나요	False	none	offensive
그래서 그렇게 사람들 괴롭히구 그랫구나~~~~~ 유명하던데 지랄스러움이. 아파서 그랫구나.	False	none	hate
그래서 누군데	False	none	none
그래서 누군데? 남자는 연예인 아니지않나	False	none	none
그래서 누드도 찍고 그런거넹..	False	none	offensive
그래서 방탄은 군대에 가야 합니다	False	none	none
그래서 승리는청와대랑 연결고리가?통 수사가 진행안되네북한대한민국아	False	others	hate
그래서 왜 없는건데	False	none	none
그래서 이 와중에도 박한별을 욕한다는게ㅋㅋㅋㅋㅋㅋ역시 대단한 나라야	False	others	hate
그래서 정겨운 이혼사유는 보긴했어??ㅋㅋㅋㅋ 아웃겨 이래서 한녀들이란...	True	gender	offensive
그러개 왜 무릎 꿇을 짓을 하냐 ㅉㅉㅉ 결혼할사이도 아닌데 왜 그짓을 함???	True	gender	offensive
그러게 거미가 어떻게 조정석을 잡았지 거미줄로 잡았나;;	False	none	offensive
그러게 애 데리고 티비 좀 나오지 마요 애기 어릴 때 뭔 프로에 나와서 애기 침대에 툭 던지니까 리포터가 깜짝 놀라서 애기를 그렇게 던지냐고해도 해 맑게 웃더니만	False	none	hate
그러게 잘보고 결혼해야지, ㅉㅉㅉ	False	none	hate
그러고 보니 개그맨,개그우먼들이 잘사귀다 결혼하고 또 오랬동안 트러블? 없이 잘사네	False	others	none
그러고보니 지들 일상은 이렇게 자발적으로 묻지도 않았는데 일일이 보고하면서 결식은 무슨 유난이라고 그리 비공개로 했대냐	False	none	hate
그러구보니 차태현네 소속사 배우가 안좋은일로 이러는거 처음보는거 같네~	False	none	none
그러니까 살찐거 컴플이라고 개솔찍찍 하지마 살찐여자들아 키작은거랑 머리빠지는거 노력1도 못하는 그런게 진짜 컴플이지	True	gender	hate
그러니까 표정 관리 좀 하세요.	False	none	hate
그러지 맙시다 아직 신인인데 본인도 오죽 힘들면 하차하겠어요	False	none	none
그러지마셔요 범죄자(살인미수) 음주운전은 살인미수예요.반성따위 없어요 이런 글 보면서 언젠간 악플때문이라면서 마시고 실수했다고 하겠죠?? 쯧쯧 누굴만나나요 .그러지마셔요 다른 노처녀들에게 양보하세요 .	True	gender	hate
그런가? 이게 그렇게 화날 일인가? 너희 악플러야 항상 화나있으니 좋은 먹잇감 문거고 난 오히려 백종원이 그 여자에게 계속 화내는게 이상하더라. 이 여자에게 이런 컨셉으로 가자고 대본 깔아줬나 싶던데.	False	others	offensive
그런데 군복무 중에 음원 발표하면, 자작곡이 수록되어 있다면 음원 수익이 발생할텐데, 군인 신분으로 영리활동 해도 되는것인가요? 궁금...	False	none	none
그런데 승리는?	False	none	none
그런데 이 사람 누구인데 기사까지 씀?	False	none	offensive
그런데 회사가 아빠 회사잖아,	False	none	none
그런이야기 할수도 있다고 본다 실제로 한것도 아니고....참 별거 같고 x랄들이넹	False	none	hate
그럴 수도 있지 이 까짓게 뭔 논란이야 홍자 목소리가 더 좋아	False	none	none
그럴줄알았다군대에서 다친거냐가기전에 다친거냐어차피 훈련소만 갈꺼였네계산된거지뭐누가보면 국대 금메달리스트인줄	False	others	hate
그럼 남편이 포주 인건가ㄷㄷㄷ	True	gender	hate
그럼 머해..... 예쁜 아이가 죽었는데 난 특별히 팬도 아니었지만 볼때마다 이뿌더라 자기 주관 뚜렷하고 이럼 머해 그럼 머해 그냥 나도 지켜주지 못해 미안할뿐....	False	none	none
그럼 문재인님이라고 해야하나?	False	none	offensive
그럼 보검이가 외롭잖아...	False	none	none
그럼 서현진이 서브를 하겠냐 .... 이미 백진희가 주인공으로 나오는데 ㅋ 어그로 하지마	False	none	offensive
그럼 시즌3 4는 멤버전원 다 정해놓고 했다는건데 데뷔한애들 다 문제있는거 아님??ㅋ	False	none	offensive
그럼 우유도 성적임? 이상하게 생각하는 사람들이 이상한거 아님?	False	none	offensive
그럼 이성미 아직까지 미혼인가요? 몰랐네요.	False	none	none
그럼 정용화에게 사과 하세요	False	none	none
그럼 최종범은 사형이지?음주운전 협박 폭력 가택침입 리벤지포르노 전부다 해당인데 사형 아니면 남자라고 봐주는 거지	True	gender	hate
그럼 티켓반값이나 20프로할인해라	False	none	none
그럼 한국에서 그런 재난 터졌을때 중국연예인들이 한국 응원하면 안되겠네 ? 더구나 송혜교는 중국 활동 많이 하던데	False	others	offensive
그렇게 고마운 분을 방송에서 찾는다는게..	False	none	none
그렇게 방송물먹고 카메라마사지받는데도 얼굴이....ㅜㅜ 몸매는 인정ㅋ	True	gender	hate
그렇게 일본 불매하자던 사람들이ㅋㅋㅋ 역시 개돼지들ㅋㅋ	False	others	hate
그렇게 큰죄를 지었나? 사생활 침해가 너무 심한대.!	False	none	none
그렇다고 해서 네가 여혐을 했다는 사실이 없어져?	True	gender	offensive
그렇죠ㅡjyp는 멋진스승이죠 어디서나 열심히하길!jyp영원하라	False	none	none
그렇지.백종원 니 한계를 이제 아는구나.니 수준에 맞게 인스턴트 레시피로 방송욕심만 많아 거품많은 인지도 그만 올리고 본래의 니 본업으로 가맹점주들이나 잘이끌어줘라.	False	none	offensive
그렇지만 연예인들은 피해자입니다 거부권이 없기 때문입니다 그러므로 빨리 컴백 할수 있게 해주세요	False	none	none
그려도 달수형 좀 불쌍ㅠᆢ	False	none	none
그리 가면 먼저간 사람이 퍽이나 좋아하겠다	False	none	offensive
그리 기대했는데.. 사실 짜증남 아직까지.. 대체 그많은 캐리터들 ㅜ 골고루 분배도 안되고 뭐지? 하다 끝남..결국 타노스가 최강이었던거? 스포죄송합니다만 저처럼 기대넘하고보믄 안될것같은..	False	none	none
그리고 리얼로하니 중간에 아니다 싶음 관두는거지. 그런 커플 몇 있었지..그런데 이런 경우 여자는 어려서 상처 안받는데 늙은 노총각들이 좀 기대했다가 실망했겠지..어차피 어린 여자는 자기 홍보 그 이상도 이하도 아님	True	gender	offensive
그리고 비키니 입는건 좋은데 가슴은 좀 가렸으면... 엄마라서 비키니 못입는게 아니라 가슴골까지는 괜찮지만 아이앞에서 반이상 보여주는건 아닌듯... 아이가 없다하더라도 나중에 사진으로라도 볼텐데	False	others	offensive
그리고 한채아가불쌍하다 남자가직업이머냐 그리고거짓말하지말라고해라 신라호텔서하는게스몰웨딩이냐 먼돈이있어서거기서하나	True	gender	offensive
그리고..소유진.존나 관종인듯.꼴보기 싫으니..그만 나대고.존나 안궁금해..제발 그만나대..	False	none	hate
그만 나대~~~ ㅈ-랄도ㅈ풍년이다	False	none	hate
그만 나와라	False	none	offensive
그만 욕했으면. . . 스스로 벌 받고 있잖아요.	False	none	none
그만 좀 기사 썼으면..... 알고싶지도 않아요	False	none	none
그만 좀 나데라 악플러 새끼들아 지치지도 않냐? 질려.	False	others	hate
그만 좀 나와라 김종국	False	none	offensive
그만 좀 싸우자. 서로 조굼씩 이해하려고 노력이라도 해보길	False	none	none
그만 좀 해라.지겹다 이제	False	none	hate
그만 좀해라! 지겹따! 아예 남자들다 없애고 구멍들끼리만 사는게 좋을듯.......	True	gender	hate
그만 하세요~~부끄러운 줄 알고..우리 아이들이 본 받을까 걱정이네요..	False	none	none
그만나오세요 방송나올만큼 잘한것도 없자나요	False	none	offensive
그만들좀 해라 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개나소나 미투 ㅇㅈㄹ하넼ㅋㅋㅋ하여간 계집련들은 남자등쳐먹는거말곤 할줄아는거 없지	True	gender	hate
그만좀 벌자 후배들도 벌어야지 그돈가지고 조용히 놀러다니면서 삽시다	False	none	offensive
그만좀 쳐올리자 어?	False	none	offensive
그만좀나아요ㅠ성은씨활동좀하게 ㅋㅋ	False	none	none
그만좀비꼽시다ㅡ솔직히 딸이 대세니 그냥 할수있는말같은디ㅜ왜들그렇게...그냥..건강히 낳길 축복해줍시다~	False	none	none
그만좀해라사람죽겄다기자들도기사 그만내라사람하나 죽어나가야 멈출건가벌받고 나올거다알권리도 이미 충족됐다더이상 알고싶지도않다	False	none	hate
그만큼 살아있으면서 가족 애간장 끓였으면 죽을땐 잘가야죠?	False	none	hate
그만큼 탁제훈을 신뢰할수 있는 매력적인 사람으로 본거겠지	False	none	none
그만하쟤 이상윤 입에서 ,.개빡!!!!!!!	False	none	none
그만해라 후졌다	False	none	offensive
그분과는 일만 하시길...배우이미지에 도움될게 하나 없는 듯여...동료배우 거기까지이길...	False	none	offensive
그분들 몰려오겠네 에휴, 남한테 피해주는것도 아니고 본인이하고싶어서 하는건데 뭐라고들 하지맙시다.	True	gender	none
그빛은 엠마가 위험할때 와서 힐해주는거일듯	False	none	none
그사람의 자식도있다 고만했음 좋겠다 당한사람들도 실명과 이름을 공개하던가 대놓고 한가족 모두 죽어라 고사지내는 꼴같다	False	none	none
그시간에 이제 무얼 하지요.시즌2로 빨리 돌아와 주시면 정말 좋겠어요.기다릴께요~~~.~♡♡	False	none	none
그알 특징 : 내용은 다 아는거 짜깁기 수준이고 의혹만 남발함	False	none	none
그알 한남들 진짜 일하는 꼬라지 짜증나지만 러브가 참는다ㅠ 김상중 너도 한남소리 듣기 싫으면 똑바로해	True	gender	hate
그알PD 한번 해봅시다 하더니 꼴 좋다 .	False	none	offensive
그애미에 그딸에 그남편	False	none	hate
그와중에 박수홍씨언급은 없네용 바쁘셨나 , . 힘내세요코디 . 삼가고인의명복을 빕니다	False	none	none
그와중에 조보아 너무 예쁘다....ㅠ	False	none	none
그와중에 지성 아직도 유니클로 광고하고있다는 점...	False	none	offensive
그입 닥쳐라 ..지금까지 골목시장에 늘어놓은 짜장면집 빽다방등...철수나 하셔....돈 많으넘이 돈 욕심낸다고	False	none	hate
그저 은퇴각 ㅋ ✔️✔️	False	none	offensive
그쪽지역 출신들이 다 그렇지 뭐 ㅋㅋ	False	others	offensive
극중 역할이랑 찰떡인듯...!!! 다음화도 볼 의향 있음	False	none	none
극중 정경호 아빠 해리포터에서 론 스캐버스(?)피터랑 너무 닮았어요ㅋ	False	none	none
극중 지성이 맡은역할 정말 별로	False	none	none
근대 불법이거알면서 방송에 내보내쓸까?이슈될꺼뻔한대? 음 머지	False	none	none
근대 이와중에 박나래 못생긴건알았지만 진짜 너무 ㅈㄱㅇ 생겼다 재는 티비에 안나오길 눈썩는다는걸 진심 느낌ㅜ 진심으로여 이건 악플아니예여 내주변 남자들 다박나래 이국주 나옴. 채널돌림	True	gender	hate
근대 저분들 조폭인가요?? 딱봐도 최소 조폭경험 있을거 같이 생겻던데...학창시절 괴롭힘 당한사람들 있을거같던데	False	others	hate
근데 2014년 문자만 공개된거면 그 이후에는 나쁜 짓 한게 없어서 10년 전 카톡으로 협박한거 아님?	False	none	none
근데 5살도 유모차 씀?? 애가 15년 초 출생인걸로 아는데.. 5살이면 유모차탈나이는 지나지 않았나	False	none	none
근데 가왕급으로 배치될급인가..?	False	none	none
근데 걍 이번기회에 빅뱅 다죽이기 들어가는듯.와지 힘 빠지니깐 그동안 덮었던거 까뒤집는듯함.	False	others	offensive
근데 곽선영 창백한데 모성애 자극하는 연기 목소리도 아나운서 같아서 그런가 난 미나가 제일좋다 미나 바람폈어도 어쩔수없는게 있다고 안아주고싶고 용서해주고싶고 그리고 곽선영 럭셔리하게 예쁘다 굿	True	gender	none
근데 구하라 여자들이 욕하는거아니었나 남자들은 구하라이뻐서 무조건구하라편인데ㅋㅋㅋㅋ	True	gender	offensive
근데 군인은22시이후 외출 불가능아니냐? 군법아님?	False	none	none
근데 궁금한데 이혼하면 시부모나 장인장모랑 어떻게 되냐? 길에서 만나면 어떻게? 되게 궁금하네. 관계가 달라졌으니 서로 뭐라고 호칭할지 어떻게 대할지 궁금해.	False	none	none
근데 김성주는 아기 입맛이라고 평소에 강조하는데 청국장 전문가??? 아기 입맛과 청국장하고 매핑이 안되는거같은데??	False	none	none
근데 김은숙 작가 작품은 항상 후반부는 쳐진다ㅠㅠ	False	none	none
근데 김지석은 나올 짬밥이 아닌데	False	none	none
근데 난 서장훈 낯빛이 어두운게 간이 되게 안좋은 사람처럼 보이든데..검사 한 번 받아보길	False	none	none
근데 너무 김수현 말투 따라하는 느낌이...목소리가 비슷한데 말투까지...	False	none	none
근데 누구래?	False	none	none
근데 누구에요???	False	none	none
근데 댓글이 애교스럽던데 ? 기분나쁜 투라기보다는	False	none	none
근데 델루나 특집을 왜 kbs에서 하는거임??kbs는 존심도 없나?? 스카이캐슬 때도 그렇고 얘넨 타 방송국 프로에 왜 자꾸 빨대 꽂는데????	False	others	hate
근데 도대체 누구냐 ㅡㅡ 연예인이라고 아무나 기사 막 내버리네	False	none	none
근데 멤버가 매니저집 찾아갈수도 있는건 아닌가?ㅜ강성훈 좋아하는데 사과해라	False	none	offensive
근데 무대 백스크린에 들어가는 문구까지 산이가 일일이 컨펌한거야?	False	none	none
근데 민아까지 나가면 노래는 누가한다냐??	False	none	none
근데 박보검이랑 나오는 드라마는 도저히 못 보겠다.....	False	none	none
근데 방탄엔 강다니엘보다 잘생긴 사람 없는건 사실이자나	False	others	offensive
근데 백선생님은 왜그렇게 고함을지르시는지 그래서 시청율이 오르니까 제작진이 계속 편집도 그렇게 하는거 같던데 한번씩 듣기 불편할때가 있네요 좋은 의도가 다는 아닙니다	False	none	none
근데 백종원 씨 스타일이 너무 아재스타일이긴함요즘은 맛보다 허세인경우가 많음 사장인격 문제된마카롱집도 여전히 장사 잘됨 이뿌기만 해도 어느정도먹히는 세상임..	False	others	hate
근데 범죄된 것만 문제삼아라... 잠자리에 미치든, 호색적이든 왜 그걸 문제삼냐?	False	none	offensive
근데 변기유천 빠들은 왜 관련도 없는 이세영 기사에서 쿵쾅 대는거임? ㅋㅋ SM한테 버림 받은 늙은 퇴물 ㅋㅋ	False	others	hate
근데 불친절한알바들보면 때리고싶긴하던데	False	none	hate
근데 브라 해본적도없는 한남들이 왜 더 거품물고 난리임 ㅋㅋ 관심없다면서 기사마다 댓글비율 20,30,40대 한국남성임 ㅋㅋㅋㅋㅋㅋ 브라 해본적도 없는 수컷들 주제에	True	gender	hate
근데 사진만 봐선 거부감 든다;;;	False	none	offensive
근데 세금이 너무 쎄긴해	False	none	none
근데 솔직히 김정훈 천재유전자 받고 싶어하는 여자들 많을텐데..	True	gender	hate
근데 신소율이 뭐하는 사람이죠???	False	none	none
근데 실종이 아니고 삼촌이 사업실패하고 잠수탄거같은데... 실종이랑 잠수는 다르지...	False	none	none
근데 아이즈원은 딱 지금멤버가 조화롭고 이쁜데... 굳이 건드려야하나?	False	none	none
근데 얘 왜이렇게 띄워주는거냐? 난 얘 노래 얼굴 1도 모르겠다	False	none	offensive
근데 어느정도인지모르겠으나 그냥가만히있는데 혼내고 때리진않았을건데 너무 한쪽말만 철썩같이 들어주는거아님?	False	none	offensive
근데 어쩔??	False	none	offensive
근데 어차피 남돌 방탄빼면 다 미세먼지들 수준들이고 여돌 트와이스 빼면 라면스프 부스러기 수준들인데 왜 굳이 창업을..? 싸이나 되는 사람이 굳이..?	False	none	offensive
근데 여자 이쁘긴 오지게 예쁘다 저 여자의 첫사랑이 정겨운이라면 정겨운은 진짜 위너다	False	none	none
근데 왜 남자만 왜 마스크 쓰고다녀야되나여? 여자는 안쓰고다니는데 너무한거아니야?나도 내일부터 화장하고 다닐래	True	gender	hate
근데 왜 이렇게 오바하고 흥분하는 사람들이 많지~~~~~~	False	none	none
근데 왜 이제 와서 이사단 난거냐. 문재앙시키 또 뭔가 숨기는거 아니야	False	others	hate
근데 왜 팩트가 지금 조사중이고 아직 확정아니고 확정해봐야 성폭행했으면 셰프가 벌받아야하는건데 이건 저 여자도 문제있는거 아님??? 왜 아이돌아버지라는거 거론해서 피해주냐저 여자가 구라일 가능성도 높은건 지난 9월이야	True	gender	hate
근데 요즘 경찰들 문재인이가 지네 라인아님 승진안시킨다오히려 역풍안맞기를 바래요	False	others	offensive
근데 원래 사진 봐도 엄청 뚱뚱하더만ㅋㅋㅋㅋㅋㅋ 말 같지도 않은 소리 하고 앉았네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ	False	others	offensive
근데 의문인게 APT 저팀 베스트 멤버 마자?리그 1위2위 다투는 팀이라 들었는데...아마추어여도 문수인급 애들 즐비할텐데...더방 놈들이 주작하는 느낌이낫다.	False	none	offensive
근데 이 분 진짜 영화배우 뺨쳐요 미모는 반박불가	False	none	none
근데 이 여자 전라도 광주사람임	False	others	offensive
근데 이건 솔직히 불법영업인지 모를수도 있을것같은데..그냥 유흥업소인건 알앗을거고...	False	none	none
근데 이게 그렇게 실검에 줄세울일이냐? 코로나 2900명이 넘었는데 ㅋㅋㅋ 일일 최다 확진자 기록 매일 갈아치우는데 어휴	False	none	none
근데 이미 찍은거 까지 다 없앨필요 있나?죄는 죄고 예술은 예술이고..죄값은 받고 봐도 될것같은데...	False	none	none
근데 이부부 나올때 그냥 돌림 ㅠ	False	none	offensive
근데 이부부는 노래한곡으로 진짜 잘먹고 잘사는것같음... 뭔가 능력보다는 운으로 사는것같음	False	none	offensive
근데 이색히 남자냐??? 소름돋네...	True	gender	offensive
근데 이선빈이 누군가요?신인배우인가요?	False	none	none
근데 인상이 좀거시기한군 뭔가 한성격할것같은	False	others	offensive
근데 인터넷에서만 욕하지 ㅡ 지금 싸이콘서트 매진임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ나도 가고싶음 ㅋㅋㅋㅋㅋㅋ	False	others	none
근데 일진이었다는게 이렇게 근 파장을 일으킬 정도인가?.. 너무 오바하는거 아니냨ㅋ	False	others	offensive
근데 임신이 되도 위험한거 아닌가 산모가 위험할 수도 있다고 본다	False	none	none
근데 장재인이 꼬셔서 이렇게 된거잖아ㅋㅋ 지금 프로그램 방영중인데 피디 개난감할듯 편집하기도 뭐하고 종방하겠지?	False	none	offensive
근데 주진모,장동건,현빈,송승헌 정도의 얼굴과 재력이면..여자들이 먼저 알아서 팬티 내릴걸..	True	gender	hate
근데 지가 뭔데 독설임 ㅋㅋ 백종원 급도 아니고 요리관련 종사자도 아니고 ㅋㅋ 지가 유명 쉐프라도 된 것 만양 착각에 빠졌네 ㅋㅋ	False	none	offensive
근데 지겹지 않나... 매번 같은 패턴의 어한첨. 추모는 감사하지만.	False	none	none
근데 진짜 궁금한데 안재환이 자살을 했는데 왜 정선희가 욕을 먹는거죠? 정말 궁금해서 그래요 타살이어서 그런건가요? 빚때문에 스트레스받아서 자살한건데 남아잇는사람이 욕먹어야하는이유가 정말 궁금해요	False	none	none
근데 진짜 아빠랑 딸같긴한데..? 부부인것 뿐이지 외모로 보면..	False	others	offensive
근데 진짜 자살할생각이고 자살한 사람보면 자살을 암시하는 어떤 행동도 안하고 진짜 가던데...꼭 힘들다고 자살에 실패하는 사람들이 대부분 저렇게 티내고 시도하고 안죽던데...	False	others	hate
근데 진짜 자유라는말로 저러는거 이해가냐?병적인거같은데 괜히 유가족들이 항상 비공개하는이유있지 않을까	False	none	offensive
근데 참 이쁘게 잘고쳤어	False	others	offensive
근데 청룡이 조선일보 후원이였어 내년부터 보지 말아야겠네	False	others	hate
근데 택연은 재미가 없잖아요. 그냥 착한 이승기 택연.. 재미는 없다.	False	none	none
근데 프틴에 비주얼이 없었잖아 에이스로 밀어줄래도 그럴애가 없었.. 다평범했음 그런 의미에서 아이즈원이 성공한 서바돌에 교과서가 될듯	False	others	offensive
근데 학창시절에 싸움도 하고 얻어터지기도 하고 그러면서 하는거 아니냐??? 나도 싸워봤고 얻어터지기도 하고 얻어터지기도 하고 떄리진 못했네 ㅋ 근데 이정도가지고는 학창시절의 추억아니냐??	False	others	offensive
근데 학폭 미투 창피하지도 않나? 나 학교다닐때 찐따였소 동네방네 소문내고 다니는거 아님? 찐따가 한을 품으면 오뉴월에도 서리가 내린다더니 효린은 재수없게 발목 잡힌거같아 안타깝군.	False	others	hate
근데 현아 어제 속바지 안입었지? 치마가 무지펄럭이던데..속바지는 좀 입자	True	gender	offensive
근데 황우슬혜는 성이 황우임 ? 황우씨가 있나	False	none	none
근데... 세금이 왜 더 나오지?ㅋㅋ 가족단위 합산 과세도 아니고..... 오히려 결혼 하면 혜택이 더 잇는데...ㅋㅋㅋ	False	others	none
근데솔직히 인상이 착해보이지는않다	False	others	none
근데왜이렇게댓글에안티가많나요??(진심몰라서물어요)이혼하고재혼할수도있는거고 지마누라 이쁘다고방송나와서할수도있는거아닌가요?전부인이칼휘두르면서싸워서응급실가고 술먹고폭력써서 이혼한거아닌가요??	False	none	offensive
근데이혁은유투부로 돈벌던데	False	none	none
근디 가스나도 꽃뱀이네ᆢ3억ㅋㅋ장난하나ᆢ	True	gender	hate
근디 난 조작에 오보방송국 조중동과 일맥상통하는 일베방송국 스브스에서 나온거라서 그닥 믿음이 안가.	False	others	offensive
근디 한서희는 무슨 사진을 쓰더라도 이쁘네. 정상적으로 데뷔했으면 꽤 떴을것같다	False	none	none
근래 들어 넘 재밌게 봤고 경치 좋은 하와이 티비에서 불수 있어 좋았어요.	False	none	none
